"INVOICENUMBER";"invoicedate";"TOTALINVOICEAMOUNT";"TOTALTAXAMOUNT";"TOTALCHARGEAMOUNT";"INVOICECUSTOMERACCOUNTNUMBER";"INVOICEADDRESSCITY";"WAREHOUSE"
FCB-06227-00030298;2024-02-20 00:00:00.000;69999.0;12148.59;0.0;CL-0865042;"";"014"
FCB-06227-00030299;2024-02-20 00:00:00.000;59999.4;10413.12;0.0;CL-0025386;VICTORIA;"014"
FCB-06227-00030300;2024-02-20 00:00:00.000;9999.5;1735.45;0.0;CL-1636741;"";"014"
FCB-06227-00030301;2024-02-20 00:00:00.000;119999.0;20826.27;0.0;CL-2809567;"";"014"
FCB-06227-00030302;2024-02-20 00:00:00.000;38499.45;6681.72;0.0;CL-0112126;BOULOGNE;"014"
FCB-06227-00030303;2024-02-20 00:00:00.000;56099.0;9736.19;0.0;CL-2809621;"";"014"
FCB-06227-00030304;2024-02-20 00:00:00.000;49999.0;8677.51;0.0;CL-0851044;"";"014"
FCB-06227-00030305;2024-02-20 00:00:00.000;99999.0;17355.2;0.0;CL-2809745;"";"014"
FCB-06227-00030306;2024-02-20 00:00:00.000;76998.0;13363.29;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030307;2024-02-20 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030308;2024-02-20 00:00:00.000;53999.4;9371.8;0.0;CL-0721126;"";"014"
FCB-06227-00030310;2024-02-20 00:00:00.000;98698.5;17129.49;0.0;CL-1199815;"";"014"
FCB-06227-00030312;2024-02-20 00:00:00.000;71999.0;12495.69;0.0;CL-2809895;"";"014"
FCB-06227-00030313;2024-02-20 00:00:00.000;10999.5;1909.0;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030315;2024-02-20 00:00:00.000;49999.0;8677.51;0.0;CL-0885324;"";"014"
FCB-06227-00030316;2024-02-20 00:00:00.000;998.0;173.21;0.0;CL-2266002;"";"014"
FCB-06227-00030317;2024-02-20 00:00:00.000;37499.0;6508.09;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030319;2024-02-20 00:00:00.000;32499.35;5640.38;0.0;CL-2113099;"";"014"
FCB-06227-00030320;2024-02-20 00:00:00.000;146297.0;25390.39;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030321;2024-02-20 00:00:00.000;190998.0;33148.41;0.0;CL-2810102;"";"014"
FCB-06227-00030322;2024-02-20 00:00:00.000;102497.0;17788.74;0.0;CL-2810125;"";"014"
FCB-06227-00030323;2024-02-20 00:00:00.000;99999.0;17355.2;0.0;CL-0567874;"";"014"
FCB-06227-00030324;2024-02-20 00:00:00.000;104999.0;18222.97;0.0;CL-1005866;"";"014"
FCB-06227-00030325;2024-02-21 00:00:00.000;63299.0;10985.78;0.0;CL-2811068;"";"014"
FCB-06227-00030326;2024-02-21 00:00:00.000;55499.0;9632.06;0.0;CL-2811165;"";"014"
FCB-06227-00030327;2024-02-21 00:00:00.000;53999.4;9371.8;0.0;CL-2811181;"";"014"
FCB-06227-00030328;2024-02-21 00:00:00.000;28999.0;5032.88;0.0;CL-2811210;"";"014"
FCB-06227-00030329;2024-02-21 00:00:00.000;8199.0;1422.97;0.0;CL-2811244;"";"014"
FCB-06227-00030330;2024-02-21 00:00:00.000;54999.0;9545.28;0.0;CL-2811280;"";"014"
FCB-06227-00030331;2024-02-21 00:00:00.000;81599.4;14161.88;0.0;CL-2157279;"";"014"
FCB-06227-00030332;2024-02-21 00:00:00.000;119999.0;20826.27;0.0;CL-2811143;"";"014"
FCB-06227-00030333;2024-02-21 00:00:00.000;77999.0;13537.02;0.0;CL-2811327;"";"014"
FCB-06227-00030334;2024-02-21 00:00:00.000;5199.0;902.31;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030335;2024-02-21 00:00:00.000;107999.0;18743.63;0.0;CL-0040226;JOSE LEON SUAREZ;"014"
FCB-06227-00030336;2024-02-21 00:00:00.000;112998.0;19611.22;0.0;CL-2811534;"";"014"
FCB-06227-00030337;2024-02-21 00:00:00.000;20598.2;3574.89;0.0;CL-0332131;"";"014"
FCB-06227-00030338;2024-02-21 00:00:00.000;252998.0;43908.74;0.0;CL-1786409;"";"014"
FCB-06227-00030339;2024-02-21 00:00:00.000;117299.15;20357.7;0.0;CL-2811746;"";"014"
FCB-06227-00030340;2024-02-21 00:00:00.000;99999.0;17355.2;0.0;CL-1195746;"";"014"
FCB-06227-00030341;2024-02-21 00:00:00.000;92998.0;16140.15;0.0;CL-0887976;"";"014"
FCB-06227-00030342;2024-02-21 00:00:00.000;21400.0;3714.05;0.0;CL-2780505;"";"014"
FCB-06227-00030343;2024-02-21 00:00:00.000;3674.75;637.77;0.0;CL-0783835;"";"014"
FCB-06227-00030344;2024-02-21 00:00:00.000;54899.0;9527.93;0.0;CL-2812672;"";"014"
FCB-06227-00030345;2024-02-21 00:00:00.000;58999.0;10239.5;0.0;CL-2812824;"";"014"
FCB-06227-00030346;2024-02-21 00:00:00.000;38999.4;6768.49;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030347;2024-02-21 00:00:00.000;70999.0;12322.14;0.0;CL-2407481;"";"014"
FCB-06227-00030348;2024-02-22 00:00:00.000;172998.0;30024.45;0.0;CL-2249278;"";"014"
FCB-06227-00030349;2024-02-22 00:00:00.000;35999.0;6247.76;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030350;2024-02-22 00:00:00.000;56698.0;9840.15;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030351;2024-02-22 00:00:00.000;53999.4;9371.8;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030352;2024-02-22 00:00:00.000;81599.4;14161.88;0.0;CL-0871578;"";"014"
FCB-06227-00030354;2024-02-22 00:00:00.000;130998.0;22735.19;0.0;CL-1508336;"";"014"
FCB-06227-00030355;2024-02-22 00:00:00.000;55499.0;9632.06;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030356;2024-02-22 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030357;2024-02-22 00:00:00.000;60999.0;10586.6;0.0;CL-2815761;"";"014"
FCB-06227-00030358;2024-02-22 00:00:00.000;134498.0;23342.63;0.0;CL-0864983;"";"014"
FCB-06227-00030359;2024-02-22 00:00:00.000;6099.0;1058.5;0.0;CL-0864983;"";"014"
FCB-06227-00030360;2024-02-22 00:00:00.000;45999.0;7983.3;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030362;2024-02-22 00:00:00.000;74999.0;13016.36;0.0;CL-2205972;"";"014"
FCB-06227-00030363;2024-02-22 00:00:00.000;39999.0;6941.98;0.0;CL-1582489;"";"014"
FCB-06227-00030364;2024-02-22 00:00:00.000;123747.15;21476.78;0.0;CL-2815910;"";"014"
FCB-06227-00030365;2024-02-22 00:00:00.000;7700.0;1336.36;0.0;CL-2812210;"";"014"
FCB-06227-00030366;2024-02-22 00:00:00.000;56099.0;9736.19;0.0;CL-2258879;"";"014"
FCB-06227-00030367;2024-02-22 00:00:00.000;87797.0;15237.5;0.0;CL-2816013;"";"014"
FCB-06227-00030368;2024-02-22 00:00:00.000;149999.0;26032.88;0.0;CL-2444239;"";"014"
FCB-06227-00030369;2024-02-22 00:00:00.000;114848.15;19932.32;0.0;CL-2816020;"";"014"
FCB-06227-00030370;2024-02-22 00:00:00.000;52899.0;9180.82;0.0;CL-1253976;"";"014"
FCB-06227-00030371;2024-02-22 00:00:00.000;145498.0;25251.72;0.0;CL-0024223;SAN FERNANDO;"014"
FCB-06227-00030372;2024-02-22 00:00:00.000;64999.0;11280.82;0.0;CL-2535920;"";"014"
FCB-06227-00030373;2024-02-22 00:00:00.000;13899.0;2412.22;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030374;2024-02-22 00:00:00.000;60999.0;10586.6;0.0;CL-2552061;"";"014"
FCB-06227-00030375;2024-02-22 00:00:00.000;81599.4;14161.88;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030376;2024-02-22 00:00:00.000;138496.0;24036.5;0.0;CL-2816605;"";"014"
FCB-06227-00030377;2024-02-22 00:00:00.000;102999.0;17875.86;0.0;CL-1371500;"";"014"
FCB-06227-00030378;2024-02-22 00:00:00.000;83999.4;14578.41;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030379;2024-02-22 00:00:00.000;97999.0;17008.09;0.0;CL-2320144;"";"014"
FCB-06227-00030380;2024-02-22 00:00:00.000;50799.0;8816.36;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030381;2024-02-22 00:00:00.000;72498.0;12582.3;0.0;CL-2816797;"";"014"
FCB-06227-00030382;2024-02-22 00:00:00.000;0.0;0.0;0.0;CL-2195750;"";"014"
FCB-06227-00030383;2024-02-22 00:00:00.000;44999.0;7809.74;0.0;CL-2816952;"";"014"
FCB-06227-00030384;2024-02-22 00:00:00.000;270357.2;46921.5;0.0;CL-2816993;"";"014"
FCB-06227-00030385;2024-02-22 00:00:00.000;3499.0;607.26;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030386;2024-02-22 00:00:00.000;53999.4;9371.8;0.0;CL-1619496;"";"014"
FCB-06227-00030387;2024-02-22 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030388;2024-02-22 00:00:00.000;44999.0;7809.74;0.0;CL-1074907;"";"014"
FCB-06227-00030390;2024-02-22 00:00:00.000;106998.4;18569.97;0.0;CL-1878646;"";"014"
FCB-06227-00030391;2024-02-22 00:00:00.000;63299.0;10985.78;0.0;CL-1173742;"";"014"
FCB-06227-00030392;2024-02-22 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030394;2024-02-22 00:00:00.000;55999.0;9718.83;0.0;CL-2817449;"";"014"
FCB-06227-00030395;2024-02-22 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030396;2024-02-22 00:00:00.000;75199.0;13051.07;0.0;CL-2817594;"";"014"
FCB-06227-00030397;2024-02-22 00:00:00.000;39900.0;6924.79;0.0;CL-0573638;"";"014"
FCB-06227-00030398;2024-02-22 00:00:00.000;45099.0;7827.1;0.0;CL-2817651;"";"014"
FCB-06227-00030399;2024-02-22 00:00:00.000;10499.5;1822.23;0.0;CL-1453294;"";"014"
FCB-06227-00030400;2024-02-22 00:00:00.000;22802.07;3957.38;2936.63;CL-2453495;"";"014"
FCB-06227-00030401;2024-02-22 00:00:00.000;50398.0;8746.76;0.0;CL-1690872;"";"014"
FCB-06227-00030402;2024-02-22 00:00:00.000;83998.0;14578.17;0.0;CL-2817945;"";"014"
FCB-06227-00030403;2024-02-22 00:00:00.000;99999.0;17355.2;0.0;CL-2506022;"";"014"
FCB-06227-00030404;2024-02-22 00:00:00.000;129498.0;22474.86;0.0;CL-2818042;"";"014"
FCB-06227-00030405;2024-02-22 00:00:00.000;53199.0;9232.88;0.0;CL-0708518;"";"014"
FCB-06227-00030406;2024-02-22 00:00:00.000;89999.0;15619.66;0.0;CL-2818111;"";"014"
FCB-06227-00030407;2024-02-22 00:00:00.000;53797.0;9336.67;0.0;CL-1682961;"";"014"
FCB-06227-00030408;2024-02-22 00:00:00.000;29999.0;5206.44;0.0;CL-0651494;"";"014"
FCB-06227-00030409;2024-02-22 00:00:00.000;53999.4;9371.8;0.0;CL-1739099;"";"014"
FCB-06227-00030410;2024-02-22 00:00:00.000;6999.0;1214.7;0.0;CL-1739099;"";"014"
FCB-06227-00030411;2024-02-22 00:00:00.000;5499.0;954.37;0.0;CL-0881275;"";"014"
FCB-06227-00030412;2024-02-22 00:00:00.000;47599.0;8260.98;0.0;CL-2818363;"";"014"
FCB-06227-00030413;2024-02-22 00:00:00.000;90098.0;15636.84;0.0;CL-1560943;"";"014"
FCB-06227-00030415;2024-02-22 00:00:00.000;34999.0;6074.21;0.0;CL-2589716;"";"014"
FCB-06227-00030416;2024-02-22 00:00:00.000;81999.0;14231.23;0.0;CL-2818347;"";"014"
FCB-06227-00030417;2024-02-22 00:00:00.000;53999.0;9371.73;0.0;CL-0764705;"";"014"
FCB-06227-00030418;2024-02-22 00:00:00.000;97999.0;17008.09;0.0;CL-2818506;"";"014"
FCB-06227-00030420;2024-02-22 00:00:00.000;19999.0;3470.9;0.0;CL-2818526;"";"014"
FCB-06227-00030421;2024-02-22 00:00:00.000;139998.0;24297.17;0.0;CL-2818528;"";"014"
FCB-06227-00030422;2024-02-23 00:00:00.000;113999.0;19784.95;0.0;CL-0876375;"";"014"
FCB-06227-00030423;2024-02-23 00:00:00.000;33999.15;5900.68;0.0;CL-0876375;"";"014"
FCB-06227-00030424;2024-02-23 00:00:00.000;29999.0;5206.44;0.0;CL-2820255;"";"014"
FCB-06227-00030425;2024-02-23 00:00:00.000;4099.8;711.54;0.0;CL-2493991;"";"014"
FCB-06227-00030426;2024-02-23 00:00:00.000;55499.0;9632.06;0.0;CL-2820287;"";"014"
FCB-06227-00030427;2024-02-23 00:00:00.000;42999.0;7462.64;0.0;CL-2820303;"";"014"
FCB-06227-00030428;2024-02-23 00:00:00.000;12599.4;2186.67;0.0;CL-2820347;"";"014"
FCB-06227-00030429;2024-02-23 00:00:00.000;64999.0;11280.82;0.0;CL-1297175;"";"014"
FCB-06227-00030430;2024-02-23 00:00:00.000;108498.0;18830.23;0.0;CL-2820406;"";"014"
FCB-06227-00030431;2024-02-23 00:00:00.000;4699.0;815.53;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030432;2024-02-23 00:00:00.000;263695.2;45765.28;0.0;CL-2820472;"";"014"
FCB-06227-00030435;2024-02-23 00:00:00.000;63299.0;10985.78;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030436;2024-02-23 00:00:00.000;183597.4;31864.01;0.0;CL-1958808;"";"014"
FCB-06227-00030437;2024-02-23 00:00:00.000;44999.0;7809.74;0.0;CL-2820729;"";"014"
FCB-06227-00030438;2024-02-23 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030439;2024-02-23 00:00:00.000;34797.0;6039.15;0.0;CL-0651111;"";"014"
FCB-06227-00030440;2024-02-23 00:00:00.000;98198.0;17042.63;0.0;CL-0421208;"";"014"
FCB-06227-00030441;2024-02-23 00:00:00.000;81599.4;14161.88;0.0;CL-0622710;"";"014"
FCB-06227-00030442;2024-02-23 00:00:00.000;52999.0;9198.17;0.0;CL-2820958;"";"014"
FCB-06227-00030443;2024-02-23 00:00:00.000;99999.0;17355.2;0.0;CL-2821004;"";"014"
FCB-06227-00030444;2024-02-23 00:00:00.000;14999.0;2603.13;0.0;CL-2821004;"";"014"
FCB-06227-00030445;2024-02-23 00:00:00.000;68599.0;11905.61;0.0;CL-2821139;"";"014"
FCB-06227-00030447;2024-02-23 00:00:00.000;171098.0;29694.69;0.0;CL-0036169;SAN FERNANDO;"014"
FCB-06227-00030448;2024-02-23 00:00:00.000;132999.0;23082.47;0.0;CL-2752732;"";"014"
FCB-06227-00030449;2024-02-23 00:00:00.000;35999.0;6247.76;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030450;2024-02-23 00:00:00.000;71998.8;12495.66;0.0;CL-2821435;"";"014"
FCB-06227-00030451;2024-02-23 00:00:00.000;58999.0;10239.5;0.0;CL-2346261;"";"014"
FCB-06227-00030452;2024-02-23 00:00:00.000;99999.0;17355.2;0.0;CL-0510615;"";"014"
FCB-06227-00030453;2024-02-23 00:00:00.000;104598.0;18153.37;0.0;CL-1652108;"";"014"
FCB-06227-00030454;2024-02-23 00:00:00.000;66899.0;11610.57;0.0;CL-2229202;"";"014"
FCB-06227-00030455;2024-02-23 00:00:00.000;58198.0;10100.48;0.0;CL-2754944;"";"014"
FCB-06227-00030456;2024-02-23 00:00:00.000;63899.1;11089.93;0.0;CL-2821926;"";"014"
FCB-06227-00030457;2024-02-23 00:00:00.000;67999.2;11801.51;0.0;CL-2821947;"";"014"
FCB-06227-00030458;2024-02-23 00:00:00.000;10499.5;1822.23;0.0;CL-0933798;"";"014"
FCB-06227-00030459;2024-02-23 00:00:00.000;104999.0;18222.97;0.0;CL-2269245;"";"014"
FCB-06227-00030460;2024-02-23 00:00:00.000;35714.7;6198.42;0.0;CL-001433;"";"014"
FCB-06227-00030461;2024-02-23 00:00:00.000;50799.0;8816.36;0.0;CL-0055816;SAN FERNANDO;"014"
FCB-06227-00030462;2024-02-23 00:00:00.000;63299.0;10985.78;0.0;CL-0741092;"";"014"
FCB-06227-00030463;2024-02-23 00:00:00.000;20399.0;3540.32;0.0;CL-2822540;"";"014"
FCB-06227-00030464;2024-02-23 00:00:00.000;65399.0;11350.24;0.0;CL-2822576;"";"014"
FCB-06227-00030467;2024-02-23 00:00:00.000;45742.79;8553.53;0.0;CL-2823388;BECCAR;"014"
FCB-06227-00030467;2024-02-23 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030468;2024-02-23 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030469;2024-02-23 00:00:00.000;119999.0;20826.27;0.0;CL-2823415;"";"014"
FCB-06227-00030470;2024-02-23 00:00:00.000;44421.32;7709.49;5720.93;CL-2823450;"";"014"
FCB-06227-00030471;2024-02-23 00:00:00.000;126498.0;21954.2;0.0;CL-2823467;"";"014"
FCB-06227-00030472;2024-02-23 00:00:00.000;59898.2;10395.56;0.0;CL-1916931;"";"014"
FCB-06227-00030473;2024-02-23 00:00:00.000;70999.0;12322.14;0.0;CL-2823502;"";"014"
FCB-06227-00030474;2024-02-23 00:00:00.000;55999.0;9718.83;0.0;CL-2823521;"";"014"
FCB-06227-00030475;2024-02-23 00:00:00.000;132998.25;23082.34;0.0;CL-1931852;"";"014"
FCB-06227-00030476;2024-02-23 00:00:00.000;89999.0;15619.66;0.0;CL-1451790;"";"014"
FCB-06227-00030477;2024-02-23 00:00:00.000;35499.0;6160.98;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030478;2024-02-23 00:00:00.000;55999.0;9718.83;0.0;CL-0391100;"";"014"
FCB-06227-00030479;2024-02-23 00:00:00.000;10499.47;1822.22;0.0;CL-000211;"";"014"
FCB-06227-00030480;2024-02-24 00:00:00.000;74999.0;13016.36;0.0;CL-1317396;"";"014"
FCB-06227-00030481;2024-02-24 00:00:00.000;2220.0;385.29;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030482;2024-02-24 00:00:00.000;110998.4;19264.19;0.0;CL-2824452;"";"014"
FCB-06227-00030483;2024-02-24 00:00:00.000;89999.0;15619.66;0.0;CL-1638028;"";"014"
FCB-06227-00030485;2024-02-24 00:00:00.000;52798.0;9163.29;0.0;CL-2824671;"";"014"
FCB-06227-00030486;2024-02-24 00:00:00.000;44999.0;7809.74;0.0;CL-2824741;"";"014"
FCB-06227-00030488;2024-02-24 00:00:00.000;70999.0;12322.14;0.0;CL-2824825;"";"014"
FCB-06227-00030489;2024-02-24 00:00:00.000;69118.4;11995.76;0.0;CL-2824845;"";"014"
FCB-06227-00030491;2024-02-24 00:00:00.000;44999.0;7809.74;0.0;CL-2824968;"";"014"
FCB-06227-00030492;2024-02-24 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030492;2024-02-24 00:00:00.000;117097.4;20322.69;0.0;CL-2279669;"";"014"
FCB-06227-00030494;2024-02-24 00:00:00.000;8999.4;1561.88;0.0;CL-2124815;"";"014"
FCB-06227-00030495;2024-02-24 00:00:00.000;99999.0;17355.2;0.0;CL-2825125;"";"014"
FCB-06227-00030496;2024-02-24 00:00:00.000;58499.35;10152.78;0.0;CL-2825232;"";"014"
FCB-06227-00030497;2024-02-24 00:00:00.000;273790.1;47517.29;0.0;CL-2825294;"";"014"
FCB-06227-00030498;2024-02-24 00:00:00.000;92498.85;16053.52;0.0;CL-2825395;"";"014"
FCB-06227-00030499;2024-02-24 00:00:00.000;35999.4;6247.83;0.0;CL-0058433;"";"014"
FCB-06227-00030500;2024-02-24 00:00:00.000;113999.0;19784.95;0.0;CL-2825434;"";"014"
FCB-06227-00030502;2024-02-24 00:00:00.000;6999.0;1214.7;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030503;2024-02-24 00:00:00.000;49999.0;8677.51;0.0;CL-1006005;"";"014"
FCB-06227-00030504;2024-02-24 00:00:00.000;102999.0;17875.86;0.0;CL-2825580;"";"014"
FCB-06227-00030505;2024-02-24 00:00:00.000;104999.0;18222.97;0.0;CL-2825606;"";"014"
FCB-06227-00030506;2024-02-24 00:00:00.000;128998.0;22388.08;0.0;CL-0982867;"";"014"
FCB-06227-00030507;2024-02-24 00:00:00.000;170798.0;29642.63;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030508;2024-02-24 00:00:00.000;67149.15;11653.98;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030509;2024-02-24 00:00:00.000;23398.4;4060.88;0.0;CL-2228371;"";"014"
FCB-06227-00030511;2024-02-24 00:00:00.000;53199.0;9232.88;0.0;CL-2825931;"";"014"
FCB-06227-00030512;2024-02-24 00:00:00.000;29299.0;5084.95;0.0;CL-2308278;"";"014"
FCB-06227-00030513;2024-02-24 00:00:00.000;49999.0;8677.51;0.0;CL-2826011;"";"014"
FCB-06227-00030515;2024-02-24 00:00:00.000;16599.0;2880.82;0.0;CL-0276651;"";"014"
FCB-06227-00030516;2024-02-24 00:00:00.000;24199.0;4199.83;0.0;CL-1838869;"";"014"
FCB-06227-00030517;2024-02-24 00:00:00.000;58499.35;10152.78;0.0;CL-2826190;"";"014"
FCB-06227-00030518;2024-02-24 00:00:00.000;60398.0;10482.3;0.0;CL-1172099;"";"014"
FCB-06227-00030519;2024-02-24 00:00:00.000;77696.0;13484.43;0.0;CL-2826244;"";"014"
FCB-06227-00030520;2024-02-24 00:00:00.000;102999.0;17875.86;0.0;CL-2826264;"";"014"
FCB-06227-00030521;2024-02-24 00:00:00.000;99998.0;17355.02;0.0;CL-0633696;"";"014"
FCB-06227-00030522;2024-02-24 00:00:00.000;139898.0;24279.82;0.0;CL-2826316;"";"014"
FCB-06227-00030523;2024-02-24 00:00:00.000;63299.0;10985.78;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030524;2024-02-24 00:00:00.000;81999.0;14231.23;0.0;CL-0260234;"";"014"
FCB-06227-00030526;2024-02-24 00:00:00.000;75998.0;13189.74;0.0;CL-0431917;"";"014"
FCB-06227-00030527;2024-02-24 00:00:00.000;84999.0;14751.89;0.0;CL-1435784;"";"014"
FCB-06227-00030528;2024-02-24 00:00:00.000;45606.45;7915.17;5873.55;CL-2826638;"";"014"
FCB-06227-00030529;2024-02-24 00:00:00.000;54999.0;9545.28;0.0;CL-2826672;"";"014"
FCB-06227-00030530;2024-02-24 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030531;2024-02-24 00:00:00.000;99698.0;17302.96;0.0;CL-2826701;"";"014"
FCB-06227-00030532;2024-02-24 00:00:00.000;63299.0;10985.78;0.0;CL-2826580;"";"014"
FCB-06227-00030533;2024-02-24 00:00:00.000;299895.0;52047.89;0.0;CL-0803401;"";"014"
FCB-06227-00030534;2024-02-24 00:00:00.000;60999.0;10586.6;0.0;CL-2485268;"";"014"
FCB-06227-00030535;2024-02-24 00:00:00.000;55499.0;9632.06;0.0;CL-2827393;"";"014"
FCB-06227-00030536;2024-02-24 00:00:00.000;209997.45;36445.84;0.0;CL-1637205;"";"014"
FCB-06227-00030537;2024-02-24 00:00:00.000;51698.0;8972.38;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030538;2024-02-24 00:00:00.000;104999.0;18222.97;0.0;CL-2827482;"";"014"
FCB-06227-00030539;2024-02-24 00:00:00.000;96999.0;16834.54;0.0;CL-1532750;"";"014"
FCB-06227-00030540;2024-02-24 00:00:00.000;103999.0;18049.41;0.0;CL-2827513;"";"014"
FCB-06227-00030541;2024-02-24 00:00:00.000;25897.0;4494.52;0.0;CL-2827539;"";"014"
FCB-06227-00030542;2024-02-24 00:00:00.000;77999.0;13537.02;0.0;CL-0740978;"";"014"
FCB-06227-00030543;2024-02-24 00:00:00.000;68999.4;11975.1;0.0;CL-2827601;"";"014"
FCB-06227-00030544;2024-02-24 00:00:00.000;104999.0;18222.97;0.0;CL-2827618;"";"014"
FCB-06227-00030545;2024-02-24 00:00:00.000;49396.81;8573.0;6361.7;CL-1242519;"";"014"
FCB-06227-00030546;2024-02-24 00:00:00.000;19999.0;3470.9;0.0;CL-2827669;"";"014"
FCB-06227-00030547;2024-02-24 00:00:00.000;74898.0;12998.83;0.0;CL-2670507;"";"014"
FCB-06227-00030548;2024-02-24 00:00:00.000;108198.0;18778.17;0.0;CL-2827753;"";"014"
FCB-06227-00030549;2024-02-24 00:00:00.000;171998.0;29850.89;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030550;2024-02-24 00:00:00.000;102197.0;17736.67;0.0;CL-2827890;"";"014"
FCB-06227-00030551;2024-02-24 00:00:00.000;119999.0;20826.27;0.0;CL-2827618;"";"014"
FCB-06227-00030552;2024-02-24 00:00:00.000;10999.0;1908.92;0.0;CL-2827930;"";"014"
FCB-06227-00030553;2024-02-24 00:00:00.000;22539.3;3911.78;0.0;CL-000882;"";"014"
FCB-06227-00030554;2024-02-24 00:00:00.000;44999.0;7809.74;0.0;CL-2828110;"";"014"
FCB-06227-00030555;2024-02-24 00:00:00.000;104999.0;18222.97;0.0;CL-2551636;"";"014"
FCB-06227-00030556;2024-02-24 00:00:00.000;71999.2;12495.73;0.0;CL-1292354;"";"014"
FCB-06227-00030557;2024-02-24 00:00:00.000;87549.15;15194.48;0.0;CL-2828313;"";"014"
FCB-06227-00030558;2024-02-24 00:00:00.000;120296.0;20877.82;0.0;CL-2828359;"";"014"
FCB-06227-00030560;2024-02-24 00:00:00.000;59748.15;10369.51;0.0;CL-2828501;"";"014"
FCB-06227-00030561;2024-02-24 00:00:00.000;67149.15;11653.98;0.0;CL-0009178;LOS POLVORINES;"014"
FCB-06227-00030562;2024-02-24 00:00:00.000;166098.0;28826.93;0.0;CL-2828710;"";"014"
FCB-06227-00030563;2024-02-24 00:00:00.000;49999.0;8677.51;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030564;2024-02-24 00:00:00.000;49999.0;8677.51;0.0;CL-2828784;"";"014"
FCB-06227-00030565;2024-02-24 00:00:00.000;134298.3;23307.97;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030566;2024-02-24 00:00:00.000;145497.0;25251.55;0.0;CL-2828950;"";"014"
FCB-06227-00030567;2024-02-24 00:00:00.000;109798.0;19055.85;0.0;CL-2828997;"";"014"
FCB-06227-00030568;2024-02-24 00:00:00.000;104999.0;18222.97;0.0;CL-2829039;"";"014"
FCB-06227-00030569;2024-02-24 00:00:00.000;24649.15;4277.95;0.0;CL-2829078;"";"014"
FCB-06227-00030570;2024-02-24 00:00:00.000;64298.0;11159.16;0.0;CL-9999999;Tigre;"014"
FCB-06227-00030571;2024-02-24 00:00:00.000;105947.65;18387.61;0.0;CL-2829147;"";"014"
FCB-06227-00030572;2024-02-24 00:00:00.000;104648.15;18162.08;0.0;CL-2279575;"";"014"
FCB-06227-00030574;2024-02-24 00:00:00.000;106597.0;18500.31;0.0;CL-1329069;"";"014"
FCB-06227-00030575;2024-02-24 00:00:00.000;55198.0;9579.82;0.0;CL-1393548;"";"014"
FCB-06227-00030576;2024-02-24 00:00:00.000;58999.0;10239.5;0.0;CL-2829644;"";"014"
FCB-06227-00030579;2024-02-24 00:00:00.000;224998.0;39049.24;0.0;CL-2829746;"";"014"
FCB-06227-00030580;2024-02-24 00:00:00.000;66899.0;11610.57;0.0;CL-2829786;"";"014"
FCB-06227-00030581;2024-02-24 00:00:00.000;78998.4;13710.47;0.0;CL-1149594;"";"014"
